dataset_id,name,rows,columns,uploaded_by,upload_date
DS-1912,Dataset_912,732891,41,it_admin,2025-09-02
DS-1913,Dataset_913,178625,18,data_scientist,2024-07-07
DS-1914,Dataset_914,790661,49,it_admin,2025-03-28
DS-1915,Dataset_915,321381,43,it_admin,2024-05-28
DS-1916,Dataset_916,667700,39,data_scientist,2024-04-09
DS-1917,Dataset_917,691820,12,it_admin,2025-01-07
DS-1918,Dataset_918,197420,50,cyber_admin,2024-04-19
DS-1919,Dataset_919,271579,40,analyst2,2024-02-23
DS-1920,Dataset_920,842459,23,analyst2,2025-02-05
DS-1921,Dataset_921,37979,43,it_admin,2025-02-03
DS-1922,Dataset_922,332254,22,analyst2,2024-05-11
DS-1923,Dataset_923,754576,10,cyber_admin,2024-12-27
DS-1924,Dataset_924,472738,42,analyst2,2024-07-25
DS-1925,Dataset_925,5927,6,analyst1,2025-10-13
DS-1926,Dataset_926,885239,5,analyst1,2024-02-26
DS-1927,Dataset_927,341630,29,analyst2,2025-05-19
DS-1928,Dataset_928,568832,25,data_scientist,2024-07-26
DS-1929,Dataset_929,146449,8,it_admin,2025-03-12
DS-1930,Dataset_930,848325,9,cyber_admin,2024-12-25
DS-1931,Dataset_931,51602,31,analyst1,2025-12-03
DS-1932,Dataset_932,657235,20,cyber_admin,2024-08-11
DS-1933,Dataset_933,172545,42,data_scientist,2025-01-12
DS-1934,Dataset_934,816468,12,analyst1,2025-08-02
DS-1935,Dataset_935,90064,47,analyst1,2025-06-04
DS-1936,Dataset_936,65387,43,analyst1,2024-02-25
DS-1937,Dataset_937,891025,38,it_admin,2025-05-19
DS-1938,Dataset_938,261429,10,analyst1,2024-08-26
DS-1939,Dataset_939,884574,40,analyst1,2025-05-13
DS-1940,Dataset_940,199441,9,data_scientist,2025-06-26
DS-1941,Dataset_941,248449,7,cyber_admin,2025-02-04
DS-1942,Dataset_942,458911,24,cyber_admin,2025-07-10
DS-1943,Dataset_943,101913,15,analyst1,2024-01-30
DS-1944,Dataset_944,240661,43,data_scientist,2024-12-05
DS-1945,Dataset_945,346989,8,it_admin,2025-04-11
DS-1946,Dataset_946,308632,36,data_scientist,2024-02-19
DS-1947,Dataset_947,96038,48,analyst1,2025-08-24
DS-1948,Dataset_948,841629,5,cyber_admin,2024-12-13
DS-1949,Dataset_949,996292,28,analyst1,2024-11-20
DS-1950,Dataset_950,198996,30,analyst2,2024-12-02
DS-1951,Dataset_951,447472,10,data_scientist,2024-09-18
DS-1952,Dataset_952,862310,5,analyst1,2024-03-22
DS-1953,Dataset_953,677289,6,analyst2,2024-07-21
DS-1954,Dataset_954,917482,34,data_scientist,2025-04-21
DS-1955,Dataset_955,722783,41,it_admin,2024-06-08
DS-1956,Dataset_956,68734,16,data_scientist,2025-06-12
DS-1957,Dataset_957,924737,18,it_admin,2025-01-20
DS-1958,Dataset_958,178232,21,analyst1,2025-02-24
DS-1959,Dataset_959,685380,49,data_scientist,2025-09-18
DS-1960,Dataset_960,380304,27,it_admin,2025-09-14
DS-1961,Dataset_961,740161,13,analyst1,2025-01-01
DS-1962,Dataset_962,263641,8,analyst2,2025-10-09
DS-1963,Dataset_963,518195,13,cyber_admin,2024-07-25
DS-1964,Dataset_964,925405,34,it_admin,2025-01-17
DS-1965,Dataset_965,509805,16,it_admin,2025-05-09
DS-1966,Dataset_966,226935,39,cyber_admin,2025-07-19
DS-1967,Dataset_967,616976,9,data_scientist,2025-10-21
DS-1968,Dataset_968,361874,35,analyst1,2025-06-07
DS-1969,Dataset_969,126150,7,analyst2,2025-10-04
DS-1970,Dataset_970,242194,18,it_admin,2024-08-16
DS-1971,Dataset_971,10520,41,data_scientist,2025-05-10
DS-1972,Dataset_972,587009,16,analyst2,2024-04-25
DS-1973,Dataset_973,461312,22,it_admin,2025-01-27
DS-1974,Dataset_974,948586,50,it_admin,2025-12-05
DS-1975,Dataset_975,750990,28,data_scientist,2025-07-17
DS-1976,Dataset_976,314700,43,analyst1,2024-08-24
DS-1977,Dataset_977,812154,22,analyst2,2025-11-14
DS-1978,Dataset_978,519892,46,analyst1,2024-11-04
DS-1979,Dataset_979,710767,29,data_scientist,2024-12-29
DS-1980,Dataset_980,976773,14,analyst1,2025-07-28
DS-1981,Dataset_981,195341,29,it_admin,2024-04-19
DS-1982,Dataset_982,63387,33,analyst2,2025-03-04
DS-1983,Dataset_983,728581,17,cyber_admin,2024-08-05
DS-1984,Dataset_984,785927,21,analyst1,2025-12-11
DS-1985,Dataset_985,718640,42,analyst2,2025-08-14
DS-1986,Dataset_986,168273,46,analyst1,2024-04-01
DS-1987,Dataset_987,596550,47,analyst2,2024-11-11
DS-1988,Dataset_988,841335,11,cyber_admin,2025-03-17
DS-1989,Dataset_989,210005,32,data_scientist,2024-10-23
DS-1990,Dataset_990,231420,7,cyber_admin,2024-07-05
DS-1991,Dataset_991,769884,6,analyst2,2025-03-24
DS-1992,Dataset_992,803496,36,cyber_admin,2025-10-26
DS-1993,Dataset_993,408266,37,it_admin,2025-01-22
DS-1994,Dataset_994,730120,49,analyst1,2025-09-11
DS-1995,Dataset_995,615137,42,analyst2,2025-05-13
DS-1996,Dataset_996,39599,41,analyst1,2025-01-06
DS-1997,Dataset_997,702777,7,analyst1,2025-05-18
DS-1998,Dataset_998,252588,36,it_admin,2024-11-06
DS-1999,Dataset_999,840936,40,data_scientist,2025-10-11
