incident_id,timestamp,incidents_type,severity,category,status,description
INC-1567,2025-12-12 10:12:51,Misconfiguration,High,Phishing,In Progress,Synthetic incident description #567
INC-1568,2025-05-19 21:35:02,Phishing,Critical,Phishing,Closed,Synthetic incident description #568
INC-1569,2025-03-16 18:07:30,Misconfiguration,High,Malware,Open,Synthetic incident description #569
INC-1570,2025-04-27 18:18:08,DDoS,Critical,Insider Threat,Closed,Synthetic incident description #570
INC-1571,2025-06-10 13:29:43,Misconfiguration,Low,Phishing,Open,Synthetic incident description #571
INC-1572,2025-04-07 21:36:01,DDoS,Medium,Insider Threat,Resolved,Synthetic incident description #572
INC-1573,2025-04-19 13:08:32,Phishing,Critical,Misconfiguration,Resolved,Synthetic incident description #573
INC-1574,2025-01-14 04:46:57,Malware,Medium,DDoS,Closed,Synthetic incident description #574
INC-1575,2025-07-30 23:07:58,Misconfiguration,Medium,DDoS,In Progress,Synthetic incident description #575
INC-1576,2025-03-27 09:41:11,Misconfiguration,High,Malware,Open,Synthetic incident description #576
INC-1577,2025-09-25 09:48:04,Phishing,High,Malware,Open,Synthetic incident description #577
INC-1578,2025-01-03 22:19:52,Phishing,High,Malware,In Progress,Synthetic incident description #578
INC-1579,2025-07-27 22:58:59,DDoS,Low,Insider Threat,Resolved,Synthetic incident description #579
INC-1580,2025-05-06 01:24:47,Phishing,Medium,Phishing,Closed,Synthetic incident description #580
INC-1581,2025-01-04 05:20:41,Misconfiguration,Critical,Misconfiguration,Open,Synthetic incident description #581
INC-1582,2025-03-21 02:25:45,Phishing,Critical,DDoS,Closed,Synthetic incident description #582
INC-1583,2025-10-30 14:48:32,Phishing,Low,DDoS,Closed,Synthetic incident description #583
INC-1584,2025-01-04 06:47:10,Malware,Medium,Phishing,Open,Synthetic incident description #584
INC-1585,2025-03-11 20:13:32,Insider Threat,Low,Malware,Open,Synthetic incident description #585
INC-1586,2025-08-09 21:12:35,Malware,Medium,Insider Threat,Open,Synthetic incident description #586
INC-1587,2025-01-14 23:24:07,Misconfiguration,Low,Insider Threat,In Progress,Synthetic incident description #587
INC-1588,2025-03-08 19:10:06,Phishing,Medium,DDoS,Open,Synthetic incident description #588
INC-1589,2025-04-19 04:25:38,Misconfiguration,Medium,Misconfiguration,Resolved,Synthetic incident description #589
INC-1590,2025-07-06 17:32:03,Misconfiguration,Critical,Misconfiguration,In Progress,Synthetic incident description #590
INC-1591,2025-01-18 11:10:31,Insider Threat,Low,DDoS,In Progress,Synthetic incident description #591
INC-1592,2025-10-26 17:51:52,Insider Threat,Low,Malware,Resolved,Synthetic incident description #592
INC-1593,2025-07-23 11:55:54,Phishing,High,Misconfiguration,Resolved,Synthetic incident description #593
INC-1594,2025-10-30 12:42:02,Insider Threat,Critical,Insider Threat,Open,Synthetic incident description #594
INC-1595,2025-09-02 15:41:05,Insider Threat,High,Phishing,Closed,Synthetic incident description #595
INC-1596,2025-03-03 03:32:33,Malware,Medium,Misconfiguration,Closed,Synthetic incident description #596
INC-1597,2025-05-14 01:53:19,Insider Threat,Medium,Misconfiguration,Closed,Synthetic incident description #597
INC-1598,2025-05-25 21:18:55,Phishing,Low,Malware,Resolved,Synthetic incident description #598
INC-1599,2025-07-25 01:21:56,Phishing,Low,DDoS,In Progress,Synthetic incident description #599
INC-1600,2025-06-13 23:44:57,DDoS,Critical,Phishing,Open,Synthetic incident description #600
INC-1601,2025-05-03 07:21:28,Phishing,Medium,Insider Threat,Open,Synthetic incident description #601
INC-1602,2025-10-18 19:35:10,DDoS,High,DDoS,Resolved,Synthetic incident description #602
INC-1603,2025-06-02 21:57:46,Misconfiguration,High,Phishing,In Progress,Synthetic incident description #603
INC-1604,2025-03-11 21:25:17,Misconfiguration,Low,DDoS,Closed,Synthetic incident description #604
INC-1605,2025-11-02 00:26:52,Misconfiguration,Low,DDoS,Closed,Synthetic incident description #605
INC-1606,2025-08-14 02:52:27,Insider Threat,High,Phishing,In Progress,Synthetic incident description #606
INC-1607,2025-03-07 22:59:17,Malware,Critical,Insider Threat,Open,Synthetic incident description #607
INC-1608,2025-04-19 12:39:14,DDoS,Medium,Misconfiguration,Closed,Synthetic incident description #608
INC-1609,2025-06-22 13:28:22,DDoS,Medium,Phishing,Closed,Synthetic incident description #609
INC-1610,2025-05-14 18:55:29,Insider Threat,High,Malware,In Progress,Synthetic incident description #610
INC-1611,2025-11-05 19:00:35,Phishing,Low,Phishing,Open,Synthetic incident description #611
INC-1612,2025-11-03 10:54:04,Misconfiguration,Medium,Insider Threat,Open,Synthetic incident description #612
INC-1613,2025-08-11 18:53:08,Misconfiguration,Low,Malware,Open,Synthetic incident description #613
INC-1614,2025-03-14 21:18:06,Insider Threat,High,Misconfiguration,Closed,Synthetic incident description #614
INC-1615,2025-05-29 02:32:38,DDoS,High,Phishing,Resolved,Synthetic incident description #615
INC-1616,2025-06-07 01:23:14,DDoS,Medium,Insider Threat,Resolved,Synthetic incident description #616
INC-1617,2025-06-09 07:26:15,DDoS,High,Misconfiguration,Resolved,Synthetic incident description #617
INC-1618,2024-12-22 16:50:16,Insider Threat,Low,Insider Threat,Open,Synthetic incident description #618
INC-1619,2025-05-15 05:10:50,Misconfiguration,Medium,Phishing,Open,Synthetic incident description #619
INC-1620,2025-04-23 00:47:47,Misconfiguration,Low,Phishing,Resolved,Synthetic incident description #620
INC-1621,2025-08-30 17:51:01,DDoS,Critical,Malware,Resolved,Synthetic incident description #621
INC-1622,2025-11-30 20:51:34,DDoS,Critical,DDoS,Open,Synthetic incident description #622
INC-1623,2025-01-22 14:36:28,Phishing,Medium,DDoS,Closed,Synthetic incident description #623
INC-1624,2025-05-14 13:16:32,Phishing,Medium,Malware,Closed,Synthetic incident description #624
INC-1625,2025-06-07 10:53:53,Misconfiguration,Critical,Misconfiguration,Resolved,Synthetic incident description #625
INC-1626,2025-07-11 11:15:55,Malware,Low,Misconfiguration,Open,Synthetic incident description #626
INC-1627,2025-05-05 06:38:30,Insider Threat,High,DDoS,Open,Synthetic incident description #627
INC-1628,2025-01-04 07:37:08,Misconfiguration,Medium,Phishing,Resolved,Synthetic incident description #628
INC-1629,2025-03-11 16:33:29,Misconfiguration,Low,Malware,Open,Synthetic incident description #629
INC-1630,2025-04-29 20:38:19,Malware,Critical,DDoS,Resolved,Synthetic incident description #630
INC-1631,2025-12-12 01:39:20,Malware,Medium,Insider Threat,Closed,Synthetic incident description #631
INC-1632,2025-05-23 05:05:24,Misconfiguration,Medium,Phishing,Open,Synthetic incident description #632
INC-1633,2025-06-11 01:50:25,Insider Threat,Medium,Phishing,Open,Synthetic incident description #633
INC-1634,2025-04-28 00:44:20,Insider Threat,Medium,Malware,Open,Synthetic incident description #634
INC-1635,2025-09-30 07:47:49,Malware,Medium,DDoS,Open,Synthetic incident description #635
INC-1636,2025-05-09 21:41:48,DDoS,Low,Misconfiguration,Resolved,Synthetic incident description #636
INC-1637,2025-07-07 04:17:04,Malware,Critical,DDoS,Resolved,Synthetic incident description #637
INC-1638,2025-02-25 19:54:01,Misconfiguration,Critical,Phishing,Open,Synthetic incident description #638
INC-1639,2025-04-17 23:34:55,DDoS,Critical,Malware,Resolved,Synthetic incident description #639
INC-1640,2025-06-14 10:55:43,Insider Threat,Critical,Misconfiguration,Open,Synthetic incident description #640
INC-1641,2024-12-26 09:34:46,DDoS,Critical,Phishing,In Progress,Synthetic incident description #641
INC-1642,2025-02-01 01:11:08,Malware,Low,Phishing,Resolved,Synthetic incident description #642
INC-1643,2025-08-01 09:49:46,Misconfiguration,Low,Malware,Closed,Synthetic incident description #643
INC-1644,2025-03-07 00:14:09,Phishing,High,Misconfiguration,Open,Synthetic incident description #644
INC-1645,2025-08-25 20:18:41,DDoS,Low,Phishing,Resolved,Synthetic incident description #645
INC-1646,2025-11-24 03:13:54,Phishing,Critical,DDoS,Open,Synthetic incident description #646
INC-1647,2025-09-14 10:28:45,Misconfiguration,Low,Malware,In Progress,Synthetic incident description #647
INC-1648,2025-09-04 20:53:46,DDoS,High,Phishing,In Progress,Synthetic incident description #648
INC-1649,2025-10-06 15:00:36,Misconfiguration,High,Misconfiguration,Resolved,Synthetic incident description #649
INC-1650,2025-10-31 10:26:53,Phishing,Medium,Phishing,Resolved,Synthetic incident description #650
INC-1651,2025-06-09 04:58:58,Insider Threat,High,DDoS,Resolved,Synthetic incident description #651
INC-1652,2025-08-30 18:39:27,DDoS,Low,Phishing,In Progress,Synthetic incident description #652
INC-1653,2025-11-28 06:03:23,Malware,Critical,DDoS,In Progress,Synthetic incident description #653
INC-1654,2025-06-20 17:00:13,Insider Threat,High,Insider Threat,Open,Synthetic incident description #654
INC-1655,2024-12-20 06:41:54,Phishing,High,Misconfiguration,Resolved,Synthetic incident description #655
INC-1656,2025-10-03 04:36:15,Phishing,High,Phishing,Resolved,Synthetic incident description #656
INC-1657,2025-05-27 11:13:47,Phishing,Medium,Misconfiguration,Open,Synthetic incident description #657
INC-1658,2024-12-31 23:33:51,Misconfiguration,Critical,Misconfiguration,Resolved,Synthetic incident description #658
INC-1659,2025-11-13 22:17:13,Malware,Critical,Misconfiguration,In Progress,Synthetic incident description #659
INC-1660,2025-03-03 17:42:03,Malware,Low,Phishing,Open,Synthetic incident description #660
INC-1661,2025-10-12 23:01:19,Phishing,Medium,Misconfiguration,Resolved,Synthetic incident description #661
INC-1662,2025-07-22 08:15:18,Malware,Medium,Phishing,Resolved,Synthetic incident description #662
INC-1663,2025-03-29 14:03:02,Misconfiguration,Critical,Insider Threat,Open,Synthetic incident description #663
INC-1664,2025-09-19 15:37:57,Misconfiguration,Medium,DDoS,Closed,Synthetic incident description #664
INC-1665,2025-12-08 17:33:36,Insider Threat,Critical,DDoS,In Progress,Synthetic incident description #665
INC-1666,2025-07-23 00:10:23,Malware,Low,Malware,In Progress,Synthetic incident description #666
INC-1667,2025-06-04 11:40:03,DDoS,High,Malware,Open,Synthetic incident description #667
INC-1668,2025-07-08 21:37:52,DDoS,Critical,Insider Threat,Resolved,Synthetic incident description #668
INC-1669,2024-12-25 13:56:25,Insider Threat,Medium,Malware,Open,Synthetic incident description #669
INC-1670,2024-12-22 15:05:28,Insider Threat,Critical,Malware,Resolved,Synthetic incident description #670
INC-1671,2025-07-13 07:17:20,Malware,Low,Insider Threat,Closed,Synthetic incident description #671
INC-1672,2025-12-12 08:42:36,Malware,Critical,Phishing,In Progress,Synthetic incident description #672
INC-1673,2024-12-15 13:22:15,Insider Threat,Medium,Malware,In Progress,Synthetic incident description #673
INC-1674,2025-02-25 18:39:52,Misconfiguration,Medium,Phishing,Closed,Synthetic incident description #674
INC-1675,2025-12-06 12:52:50,Insider Threat,Low,Phishing,Closed,Synthetic incident description #675
INC-1676,2025-06-10 20:39:29,DDoS,Low,Insider Threat,Resolved,Synthetic incident description #676
INC-1677,2025-10-23 03:08:52,Insider Threat,Medium,Phishing,Resolved,Synthetic incident description #677
INC-1678,2025-01-15 18:14:54,Misconfiguration,High,DDoS,Open,Synthetic incident description #678
INC-1679,2025-07-05 19:00:30,Phishing,High,Misconfiguration,In Progress,Synthetic incident description #679
INC-1680,2025-12-05 04:21:45,DDoS,High,Malware,Resolved,Synthetic incident description #680
INC-1681,2025-09-28 01:14:35,Misconfiguration,Medium,Insider Threat,Resolved,Synthetic incident description #681
INC-1682,2025-09-18 11:07:57,Insider Threat,Critical,Malware,In Progress,Synthetic incident description #682
INC-1683,2025-09-20 15:40:13,Misconfiguration,Low,DDoS,Resolved,Synthetic incident description #683
INC-1684,2025-04-23 21:27:10,Misconfiguration,Medium,DDoS,In Progress,Synthetic incident description #684
INC-1685,2025-07-28 19:20:22,Insider Threat,High,DDoS,Open,Synthetic incident description #685
INC-1686,2025-07-13 05:54:31,Malware,Medium,Phishing,Open,Synthetic incident description #686
INC-1687,2025-10-26 04:18:07,Phishing,High,Misconfiguration,Open,Synthetic incident description #687
INC-1688,2025-05-11 01:44:08,Phishing,High,DDoS,Resolved,Synthetic incident description #688
INC-1689,2025-02-10 08:15:06,Misconfiguration,Medium,Phishing,In Progress,Synthetic incident description #689
INC-1690,2025-12-06 18:01:31,Malware,Medium,Phishing,Open,Synthetic incident description #690
INC-1691,2025-11-29 05:47:56,Malware,Critical,DDoS,Open,Synthetic incident description #691
INC-1692,2024-12-14 12:17:39,Insider Threat,Medium,Insider Threat,Closed,Synthetic incident description #692
INC-1693,2025-07-07 08:13:05,Insider Threat,High,Misconfiguration,Open,Synthetic incident description #693
INC-1694,2025-05-07 18:51:12,Malware,High,Malware,Open,Synthetic incident description #694
INC-1695,2025-06-17 15:06:27,DDoS,High,Malware,Resolved,Synthetic incident description #695
INC-1696,2025-11-19 19:08:40,DDoS,Medium,Phishing,Open,Synthetic incident description #696
INC-1697,2025-11-09 18:52:36,DDoS,High,Malware,Closed,Synthetic incident description #697
INC-1698,2025-08-24 04:28:15,Phishing,Low,DDoS,Resolved,Synthetic incident description #698
INC-1699,2025-02-13 00:31:29,Insider Threat,Critical,Malware,In Progress,Synthetic incident description #699
INC-1700,2025-06-01 00:53:49,DDoS,High,Misconfiguration,Closed,Synthetic incident description #700
INC-1701,2025-02-11 16:06:00,DDoS,High,Misconfiguration,Closed,Synthetic incident description #701
INC-1702,2025-02-06 14:49:54,Insider Threat,Medium,DDoS,Open,Synthetic incident description #702
INC-1703,2025-04-14 16:29:10,Phishing,Medium,Insider Threat,Closed,Synthetic incident description #703
INC-1704,2025-07-30 17:49:35,DDoS,Medium,Phishing,Resolved,Synthetic incident description #704
INC-1705,2025-05-25 14:12:00,DDoS,Low,Insider Threat,Open,Synthetic incident description #705
INC-1706,2025-08-24 17:53:07,Malware,Low,Insider Threat,In Progress,Synthetic incident description #706
INC-1707,2025-08-25 14:54:01,Misconfiguration,Low,DDoS,Resolved,Synthetic incident description #707
INC-1708,2025-01-02 20:34:05,Malware,Critical,DDoS,Open,Synthetic incident description #708
INC-1709,2025-10-10 03:20:41,Phishing,Medium,DDoS,Open,Synthetic incident description #709
INC-1710,2025-01-20 20:20:13,Insider Threat,Medium,Phishing,Open,Synthetic incident description #710
INC-1711,2025-05-13 23:18:11,DDoS,Critical,DDoS,In Progress,Synthetic incident description #711
INC-1712,2025-10-16 17:23:04,Malware,Critical,Insider Threat,Open,Synthetic incident description #712
INC-1713,2025-01-15 02:18:18,Phishing,Low,Misconfiguration,Open,Synthetic incident description #713
INC-1714,2025-12-07 12:12:05,Malware,Medium,DDoS,Open,Synthetic incident description #714
INC-1715,2025-06-19 02:19:13,Insider Threat,High,Misconfiguration,Resolved,Synthetic incident description #715
INC-1716,2025-10-12 07:05:43,Insider Threat,Critical,Misconfiguration,Closed,Synthetic incident description #716
INC-1717,2025-05-05 08:18:42,DDoS,High,Insider Threat,Open,Synthetic incident description #717
INC-1718,2025-08-23 16:45:10,Misconfiguration,Critical,DDoS,Resolved,Synthetic incident description #718
INC-1719,2025-09-06 23:01:25,DDoS,Medium,Misconfiguration,Closed,Synthetic incident description #719
INC-1720,2025-06-21 16:18:57,Misconfiguration,Low,Malware,Closed,Synthetic incident description #720
INC-1721,2025-04-30 00:13:08,Phishing,Medium,Phishing,Open,Synthetic incident description #721
INC-1722,2025-01-20 01:13:58,DDoS,Low,Phishing,In Progress,Synthetic incident description #722
INC-1723,2025-03-08 22:36:10,Malware,Medium,Misconfiguration,Open,Synthetic incident description #723
INC-1724,2025-01-06 06:22:45,Phishing,Medium,Phishing,Open,Synthetic incident description #724
INC-1725,2025-01-17 12:46:52,Insider Threat,High,Insider Threat,Closed,Synthetic incident description #725
INC-1726,2025-05-31 03:33:10,Phishing,High,Misconfiguration,Open,Synthetic incident description #726
INC-1727,2025-06-06 00:55:28,DDoS,Medium,Malware,Closed,Synthetic incident description #727
INC-1728,2025-07-21 14:51:49,Malware,Medium,Misconfiguration,Open,Synthetic incident description #728
INC-1729,2025-04-04 06:35:12,Insider Threat,Low,Misconfiguration,Open,Synthetic incident description #729
INC-1730,2025-01-06 12:48:34,Phishing,Medium,Malware,In Progress,Synthetic incident description #730
INC-1731,2025-11-27 10:31:45,Phishing,Medium,DDoS,Open,Synthetic incident description #731
INC-1732,2025-07-05 10:26:04,Misconfiguration,Low,Malware,Open,Synthetic incident description #732
INC-1733,2025-01-12 03:01:05,DDoS,Critical,Phishing,In Progress,Synthetic incident description #733
INC-1734,2025-07-12 05:15:47,Misconfiguration,Low,Phishing,In Progress,Synthetic incident description #734
INC-1735,2025-09-23 19:19:36,Misconfiguration,Low,Insider Threat,Resolved,Synthetic incident description #735
INC-1736,2025-09-26 12:08:10,Malware,High,Misconfiguration,Open,Synthetic incident description #736
INC-1737,2025-05-16 08:52:08,DDoS,Medium,Misconfiguration,Resolved,Synthetic incident description #737
INC-1738,2025-07-16 00:30:33,Malware,Critical,Phishing,Resolved,Synthetic incident description #738
INC-1739,2025-03-07 20:06:09,Malware,Medium,Insider Threat,Open,Synthetic incident description #739
INC-1740,2025-02-21 14:25:11,Insider Threat,Critical,Malware,Open,Synthetic incident description #740
INC-1741,2025-05-07 05:25:17,Insider Threat,Critical,Malware,Open,Synthetic incident description #741
INC-1742,2025-04-20 10:52:38,Misconfiguration,Critical,Malware,Open,Synthetic incident description #742
INC-1743,2025-08-21 13:23:47,Malware,High,DDoS,Resolved,Synthetic incident description #743
INC-1744,2025-08-04 09:47:59,Insider Threat,Critical,Phishing,Open,Synthetic incident description #744
INC-1745,2025-09-18 01:12:27,Misconfiguration,Critical,Insider Threat,Resolved,Synthetic incident description #745
INC-1746,2025-03-07 18:52:19,Malware,Low,Misconfiguration,Closed,Synthetic incident description #746
INC-1747,2025-10-03 20:55:42,DDoS,High,Misconfiguration,In Progress,Synthetic incident description #747
INC-1748,2025-06-17 17:06:50,Malware,Medium,Misconfiguration,Closed,Synthetic incident description #748
INC-1749,2025-08-31 23:21:48,Malware,High,Malware,Open,Synthetic incident description #749
INC-1750,2025-07-15 14:55:48,DDoS,Low,Misconfiguration,Closed,Synthetic incident description #750
INC-1751,2025-11-30 12:18:55,Insider Threat,High,Misconfiguration,In Progress,Synthetic incident description #751
INC-1752,2025-07-28 16:06:40,Insider Threat,Medium,Phishing,Closed,Synthetic incident description #752
INC-1753,2025-01-21 20:05:16,Phishing,High,Malware,Closed,Synthetic incident description #753
INC-1754,2025-08-29 11:00:04,DDoS,Critical,Phishing,Closed,Synthetic incident description #754
INC-1755,2025-05-25 01:29:26,Phishing,High,Misconfiguration,In Progress,Synthetic incident description #755
INC-1756,2025-01-14 10:11:41,Phishing,High,DDoS,In Progress,Synthetic incident description #756
INC-1757,2025-06-22 15:01:21,Misconfiguration,Critical,DDoS,In Progress,Synthetic incident description #757
INC-1758,2025-10-19 09:44:00,Phishing,High,Misconfiguration,In Progress,Synthetic incident description #758
INC-1759,2025-06-06 22:51:47,Malware,Low,Insider Threat,Closed,Synthetic incident description #759
INC-1760,2025-04-25 13:51:29,Phishing,Low,Phishing,Open,Synthetic incident description #760
INC-1761,2025-10-24 17:10:01,Misconfiguration,Low,Misconfiguration,Open,Synthetic incident description #761
INC-1762,2025-05-14 19:59:08,Malware,High,Misconfiguration,Closed,Synthetic incident description #762
INC-1763,2025-11-26 07:02:27,Misconfiguration,Low,Insider Threat,Open,Synthetic incident description #763
INC-1764,2025-03-08 05:00:36,DDoS,Critical,Malware,Resolved,Synthetic incident description #764
INC-1765,2024-12-16 22:14:27,Insider Threat,Critical,Misconfiguration,In Progress,Synthetic incident description #765
INC-1766,2025-11-09 03:40:44,Malware,High,DDoS,In Progress,Synthetic incident description #766
INC-1767,2025-10-27 01:22:55,Malware,Critical,Malware,Closed,Synthetic incident description #767
INC-1768,2024-12-21 15:57:18,DDoS,High,Misconfiguration,In Progress,Synthetic incident description #768
INC-1769,2025-03-25 06:38:19,Phishing,High,Misconfiguration,In Progress,Synthetic incident description #769
INC-1770,2025-06-20 16:16:57,Malware,High,DDoS,Resolved,Synthetic incident description #770
INC-1771,2025-02-04 12:44:59,Malware,Low,Insider Threat,In Progress,Synthetic incident description #771
INC-1772,2025-05-09 03:40:42,Phishing,Critical,DDoS,In Progress,Synthetic incident description #772
INC-1773,2025-12-12 17:07:46,Phishing,Medium,Phishing,Resolved,Synthetic incident description #773
INC-1774,2025-10-18 19:25:01,Misconfiguration,Low,Malware,In Progress,Synthetic incident description #774
INC-1775,2025-05-29 00:58:59,Misconfiguration,Low,DDoS,In Progress,Synthetic incident description #775
INC-1776,2025-05-30 10:02:41,Misconfiguration,Low,Insider Threat,Closed,Synthetic incident description #776
INC-1777,2025-07-01 18:49:54,Malware,High,Malware,Closed,Synthetic incident description #777
INC-1778,2025-06-17 16:41:42,Phishing,High,Malware,Closed,Synthetic incident description #778
INC-1779,2025-12-11 04:37:32,Phishing,High,Insider Threat,Open,Synthetic incident description #779
INC-1780,2025-02-12 02:19:17,Misconfiguration,Critical,Misconfiguration,Closed,Synthetic incident description #780
INC-1781,2025-09-04 23:28:22,Malware,Medium,Malware,Resolved,Synthetic incident description #781
INC-1782,2025-11-03 02:22:10,Phishing,High,DDoS,In Progress,Synthetic incident description #782
INC-1783,2025-01-11 03:55:08,Misconfiguration,High,Phishing,In Progress,Synthetic incident description #783
INC-1784,2025-07-31 11:18:59,Malware,Low,DDoS,Open,Synthetic incident description #784
INC-1785,2025-01-06 22:52:06,Misconfiguration,Medium,Phishing,Open,Synthetic incident description #785
INC-1786,2025-02-15 12:31:07,Malware,Critical,Phishing,Closed,Synthetic incident description #786
INC-1787,2025-05-16 03:16:57,Misconfiguration,High,DDoS,Open,Synthetic incident description #787
INC-1788,2025-08-13 05:44:38,Phishing,Medium,Malware,In Progress,Synthetic incident description #788
INC-1789,2025-07-05 15:57:45,Misconfiguration,Low,Malware,In Progress,Synthetic incident description #789
INC-1790,2025-04-09 13:16:02,Insider Threat,Critical,DDoS,In Progress,Synthetic incident description #790
INC-1791,2025-08-07 03:18:38,Phishing,Critical,Insider Threat,Closed,Synthetic incident description #791
INC-1792,2025-11-20 23:04:10,Malware,Medium,Insider Threat,Closed,Synthetic incident description #792
INC-1793,2025-10-03 02:36:54,Misconfiguration,Low,Misconfiguration,Open,Synthetic incident description #793
INC-1794,2025-06-20 15:55:34,Misconfiguration,High,Insider Threat,Resolved,Synthetic incident description #794
INC-1795,2025-04-20 16:01:55,Malware,High,Insider Threat,In Progress,Synthetic incident description #795
INC-1796,2025-05-17 17:28:10,Insider Threat,High,Malware,Resolved,Synthetic incident description #796
INC-1797,2025-05-03 16:12:21,DDoS,Low,Phishing,Closed,Synthetic incident description #797
INC-1798,2025-02-07 21:49:41,Phishing,Low,Malware,In Progress,Synthetic incident description #798
INC-1799,2025-06-30 00:25:56,DDoS,Critical,Misconfiguration,Resolved,Synthetic incident description #799
INC-1800,2025-10-22 18:44:22,Phishing,Low,Phishing,Open,Synthetic incident description #800
INC-1801,2025-09-12 02:07:08,Malware,Medium,Phishing,Open,Synthetic incident description #801
INC-1802,2025-08-07 11:54:07,DDoS,Critical,Malware,In Progress,Synthetic incident description #802
INC-1803,2025-10-15 05:34:05,DDoS,Critical,Misconfiguration,Closed,Synthetic incident description #803
INC-1804,2025-11-26 18:45:15,Phishing,Medium,DDoS,Open,Synthetic incident description #804
INC-1805,2025-07-01 15:17:36,Misconfiguration,Critical,Malware,Resolved,Synthetic incident description #805
INC-1806,2025-10-13 17:19:20,Malware,High,DDoS,Open,Synthetic incident description #806
INC-1807,2025-07-07 18:53:35,DDoS,Critical,Malware,Open,Synthetic incident description #807
INC-1808,2024-12-22 04:12:25,Misconfiguration,Low,Malware,Open,Synthetic incident description #808
INC-1809,2025-05-07 07:55:49,DDoS,Medium,Phishing,Open,Synthetic incident description #809
INC-1810,2025-01-02 07:10:52,Malware,Critical,Misconfiguration,Resolved,Synthetic incident description #810
INC-1811,2025-02-05 19:14:30,Misconfiguration,Low,Misconfiguration,In Progress,Synthetic incident description #811
INC-1812,2025-11-28 05:17:57,Phishing,Critical,Misconfiguration,In Progress,Synthetic incident description #812
INC-1813,2025-03-29 02:47:24,Misconfiguration,High,DDoS,Open,Synthetic incident description #813
INC-1814,2025-05-17 18:37:46,Misconfiguration,Medium,Malware,Open,Synthetic incident description #814
INC-1815,2025-09-24 21:21:50,Malware,Low,Phishing,Closed,Synthetic incident description #815
INC-1816,2025-07-19 13:54:22,DDoS,Low,Phishing,In Progress,Synthetic incident description #816
INC-1817,2025-04-22 03:37:35,Phishing,Critical,Malware,In Progress,Synthetic incident description #817
INC-1818,2025-10-21 06:05:56,Phishing,Medium,Phishing,Closed,Synthetic incident description #818
INC-1819,2025-11-30 10:22:42,Phishing,Medium,Insider Threat,Open,Synthetic incident description #819
INC-1820,2025-03-31 15:15:15,Malware,Low,Insider Threat,Closed,Synthetic incident description #820
INC-1821,2025-10-15 13:29:55,Phishing,Medium,DDoS,Open,Synthetic incident description #821
INC-1822,2025-12-09 19:33:29,Insider Threat,Critical,Malware,Closed,Synthetic incident description #822
INC-1823,2025-10-23 15:23:56,DDoS,High,Malware,Closed,Synthetic incident description #823
INC-1824,2025-03-11 09:25:10,Phishing,Critical,DDoS,Closed,Synthetic incident description #824
INC-1825,2025-05-21 09:33:49,DDoS,Medium,Phishing,Open,Synthetic incident description #825
INC-1826,2025-03-28 02:17:28,DDoS,Low,Malware,Open,Synthetic incident description #826
INC-1827,2025-01-28 00:22:15,Phishing,Low,Misconfiguration,Closed,Synthetic incident description #827
INC-1828,2025-03-29 11:04:11,Insider Threat,Medium,Malware,Resolved,Synthetic incident description #828
INC-1829,2025-07-10 12:28:38,Malware,Medium,Misconfiguration,Open,Synthetic incident description #829
INC-1830,2025-06-18 01:42:26,Misconfiguration,Critical,Misconfiguration,Resolved,Synthetic incident description #830
INC-1831,2024-12-25 04:29:09,Insider Threat,High,DDoS,Open,Synthetic incident description #831
INC-1832,2025-07-14 13:45:03,Misconfiguration,Critical,Insider Threat,Resolved,Synthetic incident description #832
INC-1833,2025-07-13 01:26:06,Malware,Critical,Misconfiguration,Resolved,Synthetic incident description #833
INC-1834,2025-07-23 07:59:42,Phishing,Low,Phishing,Open,Synthetic incident description #834
INC-1835,2025-03-12 01:33:43,Insider Threat,Critical,DDoS,Open,Synthetic incident description #835
INC-1836,2025-04-10 13:45:38,Misconfiguration,Low,Malware,In Progress,Synthetic incident description #836
INC-1837,2025-07-06 04:00:23,DDoS,Low,Insider Threat,Open,Synthetic incident description #837
INC-1838,2025-06-20 22:45:08,Misconfiguration,Medium,DDoS,In Progress,Synthetic incident description #838
INC-1839,2025-03-06 12:21:53,Insider Threat,Critical,DDoS,In Progress,Synthetic incident description #839
INC-1840,2025-02-20 11:35:45,Misconfiguration,Low,DDoS,Resolved,Synthetic incident description #840
INC-1841,2025-06-28 09:43:58,DDoS,Medium,Malware,Closed,Synthetic incident description #841
INC-1842,2025-12-13 04:26:20,Malware,Medium,Phishing,Open,Synthetic incident description #842
INC-1843,2025-01-04 12:16:31,Malware,Critical,Insider Threat,In Progress,Synthetic incident description #843
INC-1844,2025-02-26 04:31:51,Insider Threat,Low,Insider Threat,Open,Synthetic incident description #844
INC-1845,2024-12-30 01:04:30,Malware,Medium,Misconfiguration,In Progress,Synthetic incident description #845
INC-1846,2025-08-12 17:07:55,DDoS,Medium,DDoS,Closed,Synthetic incident description #846
INC-1847,2025-12-07 05:00:51,Misconfiguration,Critical,Malware,Closed,Synthetic incident description #847
INC-1848,2025-11-09 12:05:55,Malware,High,Insider Threat,In Progress,Synthetic incident description #848
INC-1849,2025-08-23 13:08:05,DDoS,Critical,DDoS,In Progress,Synthetic incident description #849
INC-1850,2025-05-29 19:21:04,Insider Threat,High,DDoS,Resolved,Synthetic incident description #850
INC-1851,2025-09-28 20:08:43,DDoS,High,Insider Threat,Resolved,Synthetic incident description #851
