ticket_id,priority,description,status,assigned_to,created_at,resolution_time_hours
TCK-2660,Critical,Synthetic IT ticket #660,Open,analyst2,2025-11-29,11
TCK-2661,Critical,Synthetic IT ticket #661,In Progress,cyber_admin,2025-06-27,202
TCK-2662,High,Synthetic IT ticket #662,Open,cyber_admin,2025-11-18,189
TCK-2663,Medium,Synthetic IT ticket #663,Assigned,it_admin,2025-09-19,140
TCK-2664,Critical,Synthetic IT ticket #664,In Progress,analyst1,2025-02-17,24
TCK-2665,High,Synthetic IT ticket #665,Closed,it_admin,2025-05-06,12
TCK-2666,Medium,Synthetic IT ticket #666,Resolved,analyst2,2025-08-13,188
TCK-2667,High,Synthetic IT ticket #667,In Progress,it_admin,2025-07-08,39
TCK-2668,High,Synthetic IT ticket #668,Assigned,analyst1,2025-07-19,65
TCK-2669,Medium,Synthetic IT ticket #669,Assigned,analyst2,2025-05-24,121
TCK-2670,Low,Synthetic IT ticket #670,Resolved,data_scientist,2025-10-18,132
TCK-2671,Medium,Synthetic IT ticket #671,In Progress,data_scientist,2025-02-28,180
TCK-2672,High,Synthetic IT ticket #672,Open,data_scientist,2025-10-27,69
TCK-2673,Low,Synthetic IT ticket #673,Closed,analyst1,2025-11-27,202
TCK-2674,Low,Synthetic IT ticket #674,Closed,it_admin,2025-06-30,145
TCK-2675,Low,Synthetic IT ticket #675,Assigned,data_scientist,2025-12-12,6
TCK-2676,Medium,Synthetic IT ticket #676,Closed,cyber_admin,2025-08-16,56
TCK-2677,Low,Synthetic IT ticket #677,Assigned,it_admin,2025-06-02,93
TCK-2678,Critical,Synthetic IT ticket #678,Closed,analyst1,2025-04-01,145
TCK-2679,Medium,Synthetic IT ticket #679,Resolved,cyber_admin,2025-06-17,35
TCK-2680,High,Synthetic IT ticket #680,Open,data_scientist,2025-08-17,29
TCK-2681,High,Synthetic IT ticket #681,Assigned,analyst1,2025-12-11,108
TCK-2682,Low,Synthetic IT ticket #682,Resolved,cyber_admin,2025-08-17,199
TCK-2683,Critical,Synthetic IT ticket #683,In Progress,it_admin,2025-10-07,146
TCK-2684,Medium,Synthetic IT ticket #684,Closed,data_scientist,2025-03-31,92
TCK-2685,Low,Synthetic IT ticket #685,Assigned,analyst2,2025-05-16,142
TCK-2686,Medium,Synthetic IT ticket #686,Closed,analyst2,2025-10-18,86
TCK-2687,Critical,Synthetic IT ticket #687,Closed,analyst2,2025-07-09,232
TCK-2688,Critical,Synthetic IT ticket #688,Closed,cyber_admin,2025-10-14,211
TCK-2689,Low,Synthetic IT ticket #689,In Progress,it_admin,2025-07-15,67
TCK-2690,Medium,Synthetic IT ticket #690,Open,analyst2,2025-04-27,12
TCK-2691,High,Synthetic IT ticket #691,Open,analyst2,2025-08-23,97
TCK-2692,High,Synthetic IT ticket #692,Closed,it_admin,2025-11-01,173
TCK-2693,Critical,Synthetic IT ticket #693,Assigned,data_scientist,2025-08-03,151
TCK-2694,High,Synthetic IT ticket #694,Open,cyber_admin,2025-05-29,129
TCK-2695,Medium,Synthetic IT ticket #695,Closed,cyber_admin,2025-09-28,168
TCK-2696,Critical,Synthetic IT ticket #696,Resolved,data_scientist,2025-10-16,1
TCK-2697,Low,Synthetic IT ticket #697,Open,it_admin,2025-02-26,51
TCK-2698,Medium,Synthetic IT ticket #698,Closed,analyst2,2025-10-13,219
TCK-2699,Critical,Synthetic IT ticket #699,In Progress,it_admin,2025-02-19,72
TCK-2700,Low,Synthetic IT ticket #700,Closed,data_scientist,2025-10-08,1
TCK-2701,Critical,Synthetic IT ticket #701,Closed,cyber_admin,2025-06-11,226
TCK-2702,Critical,Synthetic IT ticket #702,In Progress,cyber_admin,2025-11-18,53
TCK-2703,Medium,Synthetic IT ticket #703,Assigned,it_admin,2025-10-19,80
TCK-2704,High,Synthetic IT ticket #704,Resolved,data_scientist,2025-05-21,231
TCK-2705,Critical,Synthetic IT ticket #705,Open,cyber_admin,2025-11-03,91
TCK-2706,Medium,Synthetic IT ticket #706,Closed,analyst1,2025-11-25,223
TCK-2707,High,Synthetic IT ticket #707,Resolved,cyber_admin,2025-05-07,230
TCK-2708,Critical,Synthetic IT ticket #708,Resolved,data_scientist,2025-09-26,231
TCK-2709,Low,Synthetic IT ticket #709,Assigned,data_scientist,2025-11-19,111
TCK-2710,High,Synthetic IT ticket #710,In Progress,cyber_admin,2025-02-22,171
TCK-2711,Low,Synthetic IT ticket #711,In Progress,cyber_admin,2025-04-08,114
TCK-2712,Critical,Synthetic IT ticket #712,In Progress,it_admin,2025-03-02,16
TCK-2713,Low,Synthetic IT ticket #713,In Progress,data_scientist,2025-09-19,57
TCK-2714,Medium,Synthetic IT ticket #714,Assigned,analyst1,2025-06-25,40
TCK-2715,Medium,Synthetic IT ticket #715,Open,analyst1,2025-06-19,132
TCK-2716,Low,Synthetic IT ticket #716,In Progress,it_admin,2025-11-19,208
TCK-2717,Medium,Synthetic IT ticket #717,Assigned,data_scientist,2025-12-04,131
TCK-2718,Critical,Synthetic IT ticket #718,Assigned,cyber_admin,2025-03-09,218
TCK-2719,Critical,Synthetic IT ticket #719,Closed,it_admin,2025-11-28,102
TCK-2720,Critical,Synthetic IT ticket #720,Open,cyber_admin,2025-09-26,180
TCK-2721,Medium,Synthetic IT ticket #721,Closed,cyber_admin,2025-10-26,122
TCK-2722,High,Synthetic IT ticket #722,In Progress,it_admin,2025-08-30,173
TCK-2723,Critical,Synthetic IT ticket #723,In Progress,analyst1,2025-11-26,189
TCK-2724,Medium,Synthetic IT ticket #724,Open,data_scientist,2025-08-14,11
TCK-2725,Low,Synthetic IT ticket #725,Assigned,it_admin,2025-02-28,135
TCK-2726,High,Synthetic IT ticket #726,In Progress,it_admin,2025-11-17,169
TCK-2727,Medium,Synthetic IT ticket #727,Resolved,data_scientist,2025-03-19,40
TCK-2728,Critical,Synthetic IT ticket #728,Open,analyst2,2025-02-26,129
TCK-2729,Critical,Synthetic IT ticket #729,Assigned,it_admin,2025-11-03,221
TCK-2730,Critical,Synthetic IT ticket #730,Open,it_admin,2025-09-18,77
TCK-2731,Critical,Synthetic IT ticket #731,In Progress,cyber_admin,2025-04-23,127
TCK-2732,High,Synthetic IT ticket #732,In Progress,analyst1,2025-05-10,101
TCK-2733,High,Synthetic IT ticket #733,Resolved,cyber_admin,2025-12-02,202
TCK-2734,Low,Synthetic IT ticket #734,Closed,data_scientist,2025-08-20,164
TCK-2735,Low,Synthetic IT ticket #735,Assigned,cyber_admin,2025-12-09,32
TCK-2736,Critical,Synthetic IT ticket #736,Assigned,analyst1,2025-09-17,108
TCK-2737,Low,Synthetic IT ticket #737,Open,analyst1,2025-11-19,238
TCK-2738,Low,Synthetic IT ticket #738,Assigned,cyber_admin,2025-02-26,176
TCK-2739,Critical,Synthetic IT ticket #739,Assigned,it_admin,2025-09-02,94
TCK-2740,Low,Synthetic IT ticket #740,Closed,it_admin,2025-10-09,82
TCK-2741,Medium,Synthetic IT ticket #741,Closed,analyst2,2025-11-06,177
TCK-2742,Low,Synthetic IT ticket #742,Assigned,data_scientist,2025-06-21,86
TCK-2743,Critical,Synthetic IT ticket #743,Open,analyst2,2025-10-09,31
TCK-2744,Critical,Synthetic IT ticket #744,Closed,it_admin,2025-07-05,98
TCK-2745,Medium,Synthetic IT ticket #745,Closed,cyber_admin,2025-11-02,63
TCK-2746,Low,Synthetic IT ticket #746,Open,it_admin,2025-06-14,198
TCK-2747,Medium,Synthetic IT ticket #747,Assigned,cyber_admin,2025-07-26,2
TCK-2748,High,Synthetic IT ticket #748,Assigned,it_admin,2025-12-03,122
TCK-2749,Medium,Synthetic IT ticket #749,Open,data_scientist,2025-06-29,77
TCK-2750,Critical,Synthetic IT ticket #750,Open,it_admin,2025-08-27,159
TCK-2751,Medium,Synthetic IT ticket #751,Resolved,analyst2,2025-10-29,151
TCK-2752,High,Synthetic IT ticket #752,Resolved,analyst2,2025-08-27,35
TCK-2753,Low,Synthetic IT ticket #753,Closed,analyst2,2025-10-04,230
TCK-2754,High,Synthetic IT ticket #754,Open,data_scientist,2025-11-17,49
TCK-2755,Low,Synthetic IT ticket #755,In Progress,analyst1,2025-04-23,4
TCK-2756,Critical,Synthetic IT ticket #756,Closed,analyst1,2025-10-28,42
TCK-2757,Critical,Synthetic IT ticket #757,Assigned,analyst2,2025-09-09,79
TCK-2758,Critical,Synthetic IT ticket #758,Resolved,analyst2,2025-10-27,165
TCK-2759,Low,Synthetic IT ticket #759,Open,analyst1,2025-10-09,203
TCK-2760,Low,Synthetic IT ticket #760,Closed,data_scientist,2025-10-19,185
TCK-2761,Low,Synthetic IT ticket #761,Assigned,cyber_admin,2025-09-17,33
TCK-2762,Critical,Synthetic IT ticket #762,Open,analyst1,2025-03-05,28
TCK-2763,Critical,Synthetic IT ticket #763,Open,analyst2,2025-11-06,80
TCK-2764,Critical,Synthetic IT ticket #764,Resolved,analyst2,2025-07-05,166
TCK-2765,Medium,Synthetic IT ticket #765,Assigned,analyst2,2025-09-05,102
TCK-2766,Low,Synthetic IT ticket #766,Assigned,it_admin,2025-06-03,101
TCK-2767,Medium,Synthetic IT ticket #767,Assigned,it_admin,2025-07-30,4
TCK-2768,Medium,Synthetic IT ticket #768,Closed,cyber_admin,2025-03-17,8
TCK-2769,Medium,Synthetic IT ticket #769,Resolved,it_admin,2025-07-04,115
TCK-2770,Low,Synthetic IT ticket #770,Closed,cyber_admin,2025-03-06,88
TCK-2771,Medium,Synthetic IT ticket #771,Open,it_admin,2025-11-05,82
TCK-2772,Low,Synthetic IT ticket #772,In Progress,analyst1,2025-11-19,150
TCK-2773,Medium,Synthetic IT ticket #773,Closed,cyber_admin,2025-06-06,191
TCK-2774,Low,Synthetic IT ticket #774,Assigned,analyst1,2025-04-21,21
TCK-2775,Critical,Synthetic IT ticket #775,Resolved,cyber_admin,2025-03-04,159
TCK-2776,Medium,Synthetic IT ticket #776,Resolved,it_admin,2025-03-04,29
TCK-2777,Medium,Synthetic IT ticket #777,Open,cyber_admin,2025-05-14,102
TCK-2778,Medium,Synthetic IT ticket #778,Assigned,analyst1,2025-04-05,200
TCK-2779,High,Synthetic IT ticket #779,Closed,analyst1,2025-07-21,50
TCK-2780,Medium,Synthetic IT ticket #780,Assigned,cyber_admin,2025-11-05,141
TCK-2781,Medium,Synthetic IT ticket #781,Closed,analyst1,2025-10-31,158
TCK-2782,Medium,Synthetic IT ticket #782,Closed,cyber_admin,2025-06-25,82
TCK-2783,Low,Synthetic IT ticket #783,Open,data_scientist,2025-05-07,9
TCK-2784,Low,Synthetic IT ticket #784,Closed,it_admin,2025-12-13,228
TCK-2785,High,Synthetic IT ticket #785,In Progress,it_admin,2025-06-23,208
TCK-2786,Low,Synthetic IT ticket #786,Closed,analyst2,2025-04-15,67
TCK-2787,Medium,Synthetic IT ticket #787,Closed,it_admin,2025-11-15,140
TCK-2788,Critical,Synthetic IT ticket #788,Open,cyber_admin,2025-04-18,73
TCK-2789,Critical,Synthetic IT ticket #789,Open,cyber_admin,2025-06-28,228
TCK-2790,High,Synthetic IT ticket #790,In Progress,cyber_admin,2025-10-26,219
TCK-2791,Medium,Synthetic IT ticket #791,Assigned,data_scientist,2025-04-21,123
TCK-2792,High,Synthetic IT ticket #792,Open,it_admin,2025-10-08,231
TCK-2793,High,Synthetic IT ticket #793,In Progress,cyber_admin,2025-08-27,141
TCK-2794,Medium,Synthetic IT ticket #794,Assigned,analyst1,2025-10-28,111
TCK-2795,High,Synthetic IT ticket #795,Assigned,analyst2,2025-09-18,240
TCK-2796,Low,Synthetic IT ticket #796,Closed,analyst1,2025-06-14,41
TCK-2797,Critical,Synthetic IT ticket #797,Open,cyber_admin,2025-12-01,125
TCK-2798,High,Synthetic IT ticket #798,Assigned,analyst1,2025-10-04,203
TCK-2799,Medium,Synthetic IT ticket #799,Assigned,cyber_admin,2025-09-23,222
TCK-2800,High,Synthetic IT ticket #800,Closed,cyber_admin,2025-08-30,236
TCK-2801,Low,Synthetic IT ticket #801,Open,analyst2,2025-06-12,40
TCK-2802,High,Synthetic IT ticket #802,In Progress,data_scientist,2025-09-07,18
TCK-2803,Critical,Synthetic IT ticket #803,Open,data_scientist,2025-09-24,127
TCK-2804,Low,Synthetic IT ticket #804,Resolved,data_scientist,2025-05-17,144
TCK-2805,Critical,Synthetic IT ticket #805,Open,data_scientist,2025-11-18,164
TCK-2806,Low,Synthetic IT ticket #806,Open,cyber_admin,2025-05-19,18
TCK-2807,Medium,Synthetic IT ticket #807,Assigned,analyst2,2025-11-22,212
TCK-2808,Medium,Synthetic IT ticket #808,In Progress,data_scientist,2025-04-29,9
TCK-2809,Medium,Synthetic IT ticket #809,Resolved,cyber_admin,2025-09-20,226
TCK-2810,Critical,Synthetic IT ticket #810,Open,cyber_admin,2025-09-24,4
TCK-2811,Critical,Synthetic IT ticket #811,Open,it_admin,2025-04-26,4
TCK-2812,Critical,Synthetic IT ticket #812,In Progress,analyst1,2025-02-18,33
TCK-2813,Low,Synthetic IT ticket #813,Resolved,analyst2,2025-07-11,92
TCK-2814,Critical,Synthetic IT ticket #814,In Progress,data_scientist,2025-08-10,75
TCK-2815,Low,Synthetic IT ticket #815,Resolved,it_admin,2025-06-23,56
TCK-2816,Low,Synthetic IT ticket #816,Closed,cyber_admin,2025-10-05,115
TCK-2817,Low,Synthetic IT ticket #817,Closed,it_admin,2025-06-12,224
TCK-2818,Medium,Synthetic IT ticket #818,Closed,cyber_admin,2025-09-13,42
TCK-2819,Low,Synthetic IT ticket #819,In Progress,cyber_admin,2025-08-05,93
TCK-2820,High,Synthetic IT ticket #820,In Progress,data_scientist,2025-09-03,144
TCK-2821,Low,Synthetic IT ticket #821,Resolved,data_scientist,2025-08-25,36
TCK-2822,Critical,Synthetic IT ticket #822,Assigned,cyber_admin,2025-07-04,55
TCK-2823,Critical,Synthetic IT ticket #823,Assigned,data_scientist,2025-03-04,189
TCK-2824,High,Synthetic IT ticket #824,Resolved,it_admin,2025-09-17,229
TCK-2825,Low,Synthetic IT ticket #825,In Progress,it_admin,2025-04-13,7
TCK-2826,Critical,Synthetic IT ticket #826,Assigned,it_admin,2025-11-02,143
TCK-2827,Medium,Synthetic IT ticket #827,In Progress,analyst2,2025-10-22,225
TCK-2828,High,Synthetic IT ticket #828,Closed,analyst1,2025-03-26,154
TCK-2829,Critical,Synthetic IT ticket #829,In Progress,cyber_admin,2025-08-13,46
TCK-2830,Critical,Synthetic IT ticket #830,Closed,data_scientist,2025-09-15,127
TCK-2831,Medium,Synthetic IT ticket #831,Resolved,it_admin,2025-04-28,139
TCK-2832,Low,Synthetic IT ticket #832,Assigned,cyber_admin,2025-06-04,27
TCK-2833,Low,Synthetic IT ticket #833,Closed,analyst1,2025-10-08,150
TCK-2834,Critical,Synthetic IT ticket #834,Closed,data_scientist,2025-09-02,127
TCK-2835,Low,Synthetic IT ticket #835,Closed,it_admin,2025-09-15,234
TCK-2836,Medium,Synthetic IT ticket #836,Assigned,analyst1,2025-09-27,103
TCK-2837,Critical,Synthetic IT ticket #837,Open,it_admin,2025-05-28,56
TCK-2838,Medium,Synthetic IT ticket #838,In Progress,analyst1,2025-04-07,172
TCK-2839,Medium,Synthetic IT ticket #839,Closed,analyst2,2025-04-25,8
TCK-2840,Medium,Synthetic IT ticket #840,Resolved,analyst2,2025-10-21,204
TCK-2841,Medium,Synthetic IT ticket #841,Resolved,cyber_admin,2025-08-11,39
TCK-2842,Medium,Synthetic IT ticket #842,Open,data_scientist,2025-10-21,238
TCK-2843,Low,Synthetic IT ticket #843,Assigned,it_admin,2025-12-07,107
TCK-2844,Critical,Synthetic IT ticket #844,Open,analyst2,2025-08-13,67
TCK-2845,Critical,Synthetic IT ticket #845,Closed,data_scientist,2025-05-25,78
TCK-2846,Low,Synthetic IT ticket #846,Closed,cyber_admin,2025-11-24,116
TCK-2847,Medium,Synthetic IT ticket #847,Resolved,it_admin,2025-11-08,42
TCK-2848,Medium,Synthetic IT ticket #848,Assigned,data_scientist,2025-08-15,93
TCK-2849,High,Synthetic IT ticket #849,In Progress,analyst2,2025-02-19,87
TCK-2850,High,Synthetic IT ticket #850,In Progress,it_admin,2025-02-21,199
TCK-2851,Low,Synthetic IT ticket #851,In Progress,analyst1,2025-02-17,220
TCK-2852,Medium,Synthetic IT ticket #852,Closed,cyber_admin,2025-05-21,164
TCK-2853,Medium,Synthetic IT ticket #853,Assigned,data_scientist,2025-10-30,214
TCK-2854,Medium,Synthetic IT ticket #854,Closed,cyber_admin,2025-09-03,59
TCK-2855,High,Synthetic IT ticket #855,Closed,analyst2,2025-02-28,134
TCK-2856,Medium,Synthetic IT ticket #856,Open,data_scientist,2025-11-08,199
TCK-2857,Medium,Synthetic IT ticket #857,Assigned,analyst2,2025-09-04,188
TCK-2858,Critical,Synthetic IT ticket #858,Resolved,data_scientist,2025-02-17,165
TCK-2859,Low,Synthetic IT ticket #859,Closed,data_scientist,2025-06-01,98
TCK-2860,High,Synthetic IT ticket #860,Open,cyber_admin,2025-10-13,143
TCK-2861,High,Synthetic IT ticket #861,Closed,it_admin,2025-05-27,24
TCK-2862,High,Synthetic IT ticket #862,Assigned,data_scientist,2025-09-04,207
TCK-2863,Low,Synthetic IT ticket #863,Open,it_admin,2025-10-24,129
TCK-2864,Medium,Synthetic IT ticket #864,Open,it_admin,2025-05-10,177
TCK-2865,Medium,Synthetic IT ticket #865,Assigned,cyber_admin,2025-08-05,54
TCK-2866,Low,Synthetic IT ticket #866,Open,cyber_admin,2025-12-06,226
TCK-2867,Critical,Synthetic IT ticket #867,Closed,analyst1,2025-10-14,188
TCK-2868,Medium,Synthetic IT ticket #868,In Progress,data_scientist,2025-09-17,152
TCK-2869,High,Synthetic IT ticket #869,Open,data_scientist,2025-06-21,96
TCK-2870,Critical,Synthetic IT ticket #870,Resolved,data_scientist,2025-10-01,56
TCK-2871,Critical,Synthetic IT ticket #871,In Progress,data_scientist,2025-08-15,59
TCK-2872,Critical,Synthetic IT ticket #872,Resolved,it_admin,2025-07-16,205
TCK-2873,Low,Synthetic IT ticket #873,Assigned,cyber_admin,2025-06-21,210
TCK-2874,High,Synthetic IT ticket #874,Open,it_admin,2025-05-04,206
TCK-2875,High,Synthetic IT ticket #875,Assigned,it_admin,2025-12-13,234
TCK-2876,High,Synthetic IT ticket #876,Assigned,cyber_admin,2025-03-28,36
TCK-2877,Medium,Synthetic IT ticket #877,In Progress,it_admin,2025-07-16,193
TCK-2878,Low,Synthetic IT ticket #878,Assigned,it_admin,2025-05-01,118
TCK-2879,Critical,Synthetic IT ticket #879,Assigned,it_admin,2025-08-16,169
TCK-2880,Critical,Synthetic IT ticket #880,In Progress,analyst1,2025-11-11,95
TCK-2881,High,Synthetic IT ticket #881,Assigned,analyst1,2025-08-15,117
TCK-2882,High,Synthetic IT ticket #882,Assigned,it_admin,2025-06-27,221
TCK-2883,Low,Synthetic IT ticket #883,Open,analyst1,2025-06-17,153
TCK-2884,Low,Synthetic IT ticket #884,Resolved,analyst1,2025-06-27,42
TCK-2885,Low,Synthetic IT ticket #885,Open,data_scientist,2025-09-10,162
TCK-2886,Low,Synthetic IT ticket #886,Assigned,cyber_admin,2025-09-06,158
TCK-2887,Low,Synthetic IT ticket #887,Resolved,it_admin,2025-05-21,139
TCK-2888,Low,Synthetic IT ticket #888,Resolved,data_scientist,2025-06-20,173
TCK-2889,Medium,Synthetic IT ticket #889,Assigned,analyst1,2025-05-24,193
TCK-2890,Critical,Synthetic IT ticket #890,Closed,data_scientist,2025-03-09,141
TCK-2891,Critical,Synthetic IT ticket #891,Open,analyst1,2025-10-15,203
TCK-2892,High,Synthetic IT ticket #892,Resolved,it_admin,2025-08-12,207
TCK-2893,High,Synthetic IT ticket #893,In Progress,data_scientist,2025-03-06,37
TCK-2894,Critical,Synthetic IT ticket #894,Open,cyber_admin,2025-07-20,136
TCK-2895,Medium,Synthetic IT ticket #895,In Progress,data_scientist,2025-03-05,104
TCK-2896,Critical,Synthetic IT ticket #896,Assigned,data_scientist,2025-10-15,115
TCK-2897,Medium,Synthetic IT ticket #897,In Progress,cyber_admin,2025-07-18,160
TCK-2898,Critical,Synthetic IT ticket #898,Closed,analyst2,2025-09-02,153
TCK-2899,High,Synthetic IT ticket #899,Assigned,it_admin,2025-07-11,9
TCK-2900,High,Synthetic IT ticket #900,Resolved,analyst2,2025-06-19,218
TCK-2901,High,Synthetic IT ticket #901,Open,it_admin,2025-07-01,34
TCK-2902,High,Synthetic IT ticket #902,In Progress,cyber_admin,2025-08-09,116
TCK-2903,High,Synthetic IT ticket #903,Closed,it_admin,2025-11-06,7
TCK-2904,Low,Synthetic IT ticket #904,Closed,it_admin,2025-03-03,157
TCK-2905,High,Synthetic IT ticket #905,Assigned,it_admin,2025-05-26,178
TCK-2906,Critical,Synthetic IT ticket #906,Open,analyst2,2025-10-28,109
TCK-2907,Low,Synthetic IT ticket #907,In Progress,data_scientist,2025-03-11,36
TCK-2908,High,Synthetic IT ticket #908,Assigned,cyber_admin,2025-03-15,93
TCK-2909,Critical,Synthetic IT ticket #909,In Progress,it_admin,2025-05-19,7
TCK-2910,Low,Synthetic IT ticket #910,Closed,analyst1,2025-03-07,174
TCK-2911,Medium,Synthetic IT ticket #911,Resolved,cyber_admin,2025-08-23,65
TCK-2912,High,Synthetic IT ticket #912,Assigned,it_admin,2025-12-12,186
TCK-2913,Medium,Synthetic IT ticket #913,Assigned,data_scientist,2025-08-16,74
TCK-2914,Critical,Synthetic IT ticket #914,Assigned,analyst1,2025-05-31,132
TCK-2915,Low,Synthetic IT ticket #915,In Progress,cyber_admin,2025-04-27,126
TCK-2916,Critical,Synthetic IT ticket #916,Resolved,cyber_admin,2025-11-17,138
TCK-2917,Low,Synthetic IT ticket #917,Resolved,data_scientist,2025-03-31,72
TCK-2918,Low,Synthetic IT ticket #918,Resolved,data_scientist,2025-09-20,128
TCK-2919,Critical,Synthetic IT ticket #919,Assigned,analyst2,2025-09-16,207
TCK-2920,High,Synthetic IT ticket #920,Resolved,it_admin,2025-06-01,36
TCK-2921,Low,Synthetic IT ticket #921,Assigned,it_admin,2025-11-22,159
TCK-2922,Critical,Synthetic IT ticket #922,Assigned,it_admin,2025-08-14,52
TCK-2923,Critical,Synthetic IT ticket #923,In Progress,data_scientist,2025-08-29,43
TCK-2924,High,Synthetic IT ticket #924,In Progress,analyst2,2025-07-19,176
TCK-2925,Critical,Synthetic IT ticket #925,Open,data_scientist,2025-09-08,193
TCK-2926,Medium,Synthetic IT ticket #926,Assigned,cyber_admin,2025-12-01,68
TCK-2927,Medium,Synthetic IT ticket #927,In Progress,it_admin,2025-03-31,55
TCK-2928,Critical,Synthetic IT ticket #928,Closed,analyst1,2025-03-27,63
TCK-2929,Critical,Synthetic IT ticket #929,Assigned,cyber_admin,2025-09-09,27
TCK-2930,Low,Synthetic IT ticket #930,Open,cyber_admin,2025-02-20,163
TCK-2931,Low,Synthetic IT ticket #931,Assigned,it_admin,2025-03-14,138
TCK-2932,High,Synthetic IT ticket #932,Open,data_scientist,2025-10-27,110
TCK-2933,Critical,Synthetic IT ticket #933,In Progress,it_admin,2025-11-26,13
TCK-2934,Medium,Synthetic IT ticket #934,Open,cyber_admin,2025-10-18,108
TCK-2935,Medium,Synthetic IT ticket #935,Closed,cyber_admin,2025-03-03,1
TCK-2936,Low,Synthetic IT ticket #936,Closed,data_scientist,2025-03-11,217
TCK-2937,Critical,Synthetic IT ticket #937,Assigned,data_scientist,2025-05-14,158
TCK-2938,Low,Synthetic IT ticket #938,In Progress,data_scientist,2025-07-28,149
TCK-2939,Medium,Synthetic IT ticket #939,Resolved,cyber_admin,2025-05-13,216
TCK-2940,High,Synthetic IT ticket #940,Resolved,it_admin,2025-12-06,204
TCK-2941,High,Synthetic IT ticket #941,Resolved,data_scientist,2025-04-07,138
TCK-2942,High,Synthetic IT ticket #942,Open,data_scientist,2025-10-28,37
TCK-2943,Low,Synthetic IT ticket #943,Open,it_admin,2025-07-25,183
TCK-2944,Low,Synthetic IT ticket #944,Closed,analyst1,2025-06-11,199
TCK-2945,Medium,Synthetic IT ticket #945,Open,data_scientist,2025-05-18,140
TCK-2946,Critical,Synthetic IT ticket #946,Closed,cyber_admin,2025-08-14,193
TCK-2947,Medium,Synthetic IT ticket #947,In Progress,data_scientist,2025-08-25,10
TCK-2948,Low,Synthetic IT ticket #948,In Progress,cyber_admin,2025-05-06,32
TCK-2949,Critical,Synthetic IT ticket #949,In Progress,it_admin,2025-10-04,201
TCK-2950,High,Synthetic IT ticket #950,Resolved,cyber_admin,2025-05-11,25
TCK-2951,Medium,Synthetic IT ticket #951,Resolved,it_admin,2025-11-11,111
TCK-2952,Medium,Synthetic IT ticket #952,Resolved,analyst1,2025-05-09,116
TCK-2953,Medium,Synthetic IT ticket #953,Resolved,analyst1,2025-05-08,222
TCK-2954,Critical,Synthetic IT ticket #954,Resolved,cyber_admin,2025-12-06,3
TCK-2955,Critical,Synthetic IT ticket #955,Open,analyst2,2025-02-26,202
TCK-2956,Critical,Synthetic IT ticket #956,Assigned,analyst1,2025-05-01,167
TCK-2957,High,Synthetic IT ticket #957,Closed,analyst2,2025-10-29,47
TCK-2958,Low,Synthetic IT ticket #958,Assigned,data_scientist,2025-06-30,140
TCK-2959,Low,Synthetic IT ticket #959,In Progress,analyst1,2025-12-13,36
TCK-2960,High,Synthetic IT ticket #960,In Progress,data_scientist,2025-10-18,154
TCK-2961,Critical,Synthetic IT ticket #961,Resolved,cyber_admin,2025-03-08,117
TCK-2962,High,Synthetic IT ticket #962,In Progress,it_admin,2025-08-29,216
TCK-2963,Medium,Synthetic IT ticket #963,Open,data_scientist,2025-05-11,78
TCK-2964,Critical,Synthetic IT ticket #964,In Progress,cyber_admin,2025-08-26,175
TCK-2965,Low,Synthetic IT ticket #965,In Progress,analyst1,2025-08-04,77
TCK-2966,Critical,Synthetic IT ticket #966,Closed,it_admin,2025-10-19,150
TCK-2967,Low,Synthetic IT ticket #967,In Progress,cyber_admin,2025-12-04,70
TCK-2968,Critical,Synthetic IT ticket #968,In Progress,analyst1,2025-11-07,60
TCK-2969,High,Synthetic IT ticket #969,In Progress,analyst1,2025-05-19,74
TCK-2970,High,Synthetic IT ticket #970,Open,analyst2,2025-04-26,195
TCK-2971,Critical,Synthetic IT ticket #971,Open,analyst2,2025-04-02,145
TCK-2972,Critical,Synthetic IT ticket #972,In Progress,data_scientist,2025-04-12,7
TCK-2973,Critical,Synthetic IT ticket #973,In Progress,it_admin,2025-10-13,137
TCK-2974,Low,Synthetic IT ticket #974,Assigned,it_admin,2025-06-06,120
TCK-2975,Critical,Synthetic IT ticket #975,Assigned,analyst1,2025-11-09,115
TCK-2976,Medium,Synthetic IT ticket #976,Resolved,cyber_admin,2025-06-13,211
TCK-2977,High,Synthetic IT ticket #977,In Progress,cyber_admin,2025-07-29,165
TCK-2978,Medium,Synthetic IT ticket #978,Closed,analyst2,2025-06-10,43
TCK-2979,High,Synthetic IT ticket #979,Closed,analyst1,2025-07-05,84
TCK-2980,Low,Synthetic IT ticket #980,In Progress,it_admin,2025-11-18,88
TCK-2981,Critical,Synthetic IT ticket #981,In Progress,it_admin,2025-02-17,158
TCK-2982,High,Synthetic IT ticket #982,Resolved,analyst2,2025-09-11,62
TCK-2983,Medium,Synthetic IT ticket #983,Assigned,data_scientist,2025-05-31,6
TCK-2984,Critical,Synthetic IT ticket #984,Assigned,it_admin,2025-09-08,108
TCK-2985,Low,Synthetic IT ticket #985,Assigned,it_admin,2025-05-07,215
TCK-2986,Critical,Synthetic IT ticket #986,Assigned,it_admin,2025-10-21,180
TCK-2987,Critical,Synthetic IT ticket #987,In Progress,it_admin,2025-02-24,169
TCK-2988,High,Synthetic IT ticket #988,Open,data_scientist,2025-06-02,32
